0.4049 3.0403 7.0186 8.0153 9.1354 9.9313 10.0051 12.2399 34.5708 37.3830 
0.4049 2.8072 7.0186 8.0153 9.1354 9.9313 10.0051 12.2399 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0153 9.1354 9.9313 10.0051 12.2399 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0169 9.1354 9.9313 10.0051 12.2399 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0169 8.6994 9.9313 10.0051 12.2399 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0169 8.6994 10.0051 10.1730 12.2399 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0169 8.6994 10.0051 10.5527 12.2399 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0169 8.6994 10.0051 10.5527 12.6238 34.5708 37.3830 
0.4049 2.8072 6.7265 8.0169 8.6994 10.0051 10.5527 12.6238 34.3948 37.3830 
0.4049 2.8072 6.7265 8.0169 8.6994 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.8072 6.7265 8.0169 8.6994 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.6289 6.7265 8.0169 8.6994 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.6289 6.4921 8.0169 8.6994 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.6289 6.4921 7.5561 8.6994 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.6289 6.4921 7.5561 8.4081 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.6289 6.4921 7.5561 8.4081 10.0051 10.5527 12.6238 34.3948 36.9247 
0.4410 2.6289 6.4921 7.5561 8.4081 10.0051 10.1992 12.6238 34.3948 36.9247 
0.4410 2.6289 6.4921 7.5561 8.4081 10.0051 10.1992 12.3662 34.3948 36.9247 
0.4410 2.6289 6.4921 7.5561 8.4081 10.0051 10.1992 12.3662 34.8777 36.9247 
0.4410 2.6289 6.4921 7.5561 8.4081 10.0051 10.1992 12.3662 34.8777 36.5807 
0.7390 2.6289 6.4921 7.5561 8.4081 10.0051 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.4921 7.5561 8.4081 10.0051 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.0409 7.5561 8.4081 10.0051 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.0409 8.0387 8.4081 10.0051 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.0409 8.0387 8.4081 10.0051 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.0409 8.0387 8.4081 9.8755 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.0409 8.0387 8.4081 9.8755 10.1992 12.3662 34.8777 36.5807 
0.7390 2.5367 6.0409 8.0387 8.4081 9.8755 10.1992 12.5681 34.8777 36.5807 
0.7390 2.5367 6.0409 8.0387 8.4081 9.8755 10.1992 12.5681 35.0131 36.5807 
